,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,srednekolymsk,34.88,-76.9,79.0,73,20,9.17,US,1970-01-01
367,nakusp,61.18,7.24,46.4,81,75,25.28,NO,1970-01-01
368,tasiilaq,51.23,-58.65,61.36,46,50,4.18,CA,1970-01-01
369,tsihombe,11.67,92.75,83.17,79,100,6.38,IN,1970-01-01
370,cabo san lucas,68.75,161.3,41.52,67,99,6.69,RU,1970-01-01
371,thessalon,9.49,50.81,79.2,71,51,31.23,SO,1970-01-01
372,hackettstown,42.16,-72.33,73.99,75,0,5.99,US,1970-01-01
373,patharia,-26.82,-65.22,59.0,67,90,8.05,AR,1970-01-01
374,talavera de la reina,41.14,-73.36,75.99,73,1,9.17,US,1970-01-01
375,pimentel,67.67,53.09,60.51,89,99,10.98,RU,1970-01-01
376,norman wells,48.98,16.52,73.0,63,100,1.01,CZ,1970-01-01
377,calama,6.13,-5.94,80.2,84,93,3.27,CI,1970-01-01
378,grand centre,-0.9,-89.6,65.43,90,100,14.34,EC,1970-01-01
379,carasova,-17.8,-63.17,71.6,37,75,18.34,BO,1970-01-01
380,erenhot,41.19,61.4,73.94,18,0,12.19,TM,1970-01-01
381,narsaq,35.51,27.21,82.4,61,20,24.16,GR,1970-01-01
382,kachug,-37.88,147.98,48.99,84,0,10.63,AU,1970-01-01
383,arman,-20.59,27.31,80.6,21,0,11.41,BW,1970-01-01
384,tiznit,67.67,12.69,53.6,81,75,17.22,NO,1970-01-01
385,taraz,10.48,16.71,81.57,68,43,5.32,TD,1970-01-01
386,cravo norte,-15.77,128.73,77.0,30,82,5.46,AU,1970-01-01
387,antsohihy,14.92,-23.51,84.2,70,90,14.99,CV,1970-01-01
388,matagami,64.5,-165.41,46.4,93,90,13.87,US,1970-01-01
389,kutum,61.15,149.63,39.52,87,29,2.33,RU,1970-01-01
390,batagay-alyta,35.84,-90.7,80.01,83,20,10.45,US,1970-01-01
391,den helder,17.87,120.46,80.28,85,100,2.93,PH,1970-01-01
392,ayios kirikos,-17.23,-67.92,50.67,51,66,7.78,BO,1970-01-01
393,boa vista,25.34,-108.26,77.0,93,59,1.01,MX,1970-01-01
394,port macquarie,-3.8,102.27,78.17,90,4,9.95,ID,1970-01-01
395,do gonbadan,49.43,18.29,66.2,67,40,9.17,CZ,1970-01-01
396,walvis bay,55.17,124.72,50.32,87,0,4.34,RU,1970-01-01
397,hailey,18.42,-70.03,87.01,78,75,6.96,DO,1970-01-01
398,balakovo,-9.43,159.95,75.2,94,20,5.82,SB,1970-01-01
399,keti bandar,39.45,-86.18,73.99,78,90,5.82,US,1970-01-01
400,dubrovnik,70.47,-68.59,37.4,86,90,5.82,CA,1970-01-01
401,kudahuvadhoo,31.34,69.45,85.66,13,0,7.43,PK,1970-01-01
402,havelock,15.17,44.32,74.5,23,19,14.56,YE,1970-01-01
403,kaupanger,14.53,20.92,90.9,42,99,2.51,TD,1970-01-01
404,saint-augustin,61.87,28.88,60.8,59,40,10.29,FI,1970-01-01
405,port blair,55.46,-4.63,62.6,88,75,14.99,GB,1970-01-01
406,cherskiy,58.21,-6.39,59.0,93,75,17.22,GB,1970-01-01
407,bandarbeyla,16.86,-99.89,77.0,88,75,4.7,MX,1970-01-01
408,palmer,-10.62,150.67,78.01,88,65,16.71,PG,1970-01-01
409,tucuman,43.74,135.29,66.07,95,100,13.2,RU,1970-01-01
410,westport,23.45,108.59,76.64,92,100,2.82,CN,1970-01-01
411,naryan-mar,39.03,46.72,87.44,34,46,7.72,AZ,1970-01-01
412,pohorelice,-20.28,44.28,76.62,64,3,13.78,MG,1970-01-01
413,gagnoa,-8.01,-34.86,82.4,65,40,11.41,BR,1970-01-01
414,puerto baquerizo moreno,-5.4,-40.31,91.36,26,0,8.84,BR,1970-01-01
415,santa cruz,-3.94,122.5,75.78,90,96,4.7,ID,1970-01-01
416,gazojak,-13.51,28.16,86.02,13,0,8.05,ZM,1970-01-01
417,karpathos,45.32,55.2,75.92,19,83,9.57,KZ,1970-01-01
418,lakes entrance,57.13,73.83,45.36,95,45,5.99,RU,1970-01-01
419,kalakamati,5.93,15.6,73.63,90,40,4.45,CF,1970-01-01
420,sorland,-1.83,-44.87,89.71,48,0,8.55,BR,1970-01-01
421,bousso,5.67,-0.02,80.6,78,40,17.22,GH,1970-01-01
422,kununurra,23.12,83.2,78.35,78,93,2.33,IN,1970-01-01
423,praia,68.22,-135.01,46.4,70,75,11.41,CA,1970-01-01
424,nome,10.4,5.47,82.71,71,60,4.52,NG,1970-01-01
425,ust-omchug,49.92,-109.48,44.22,74,100,13.15,CA,1970-01-01
426,jonesboro,61.67,96.37,47.71,69,100,3.04,RU,1970-01-01
427,sinait,38.73,-27.07,73.0,88,75,21.79,PT,1970-01-01
428,patacamaya,25.29,51.53,100.0,53,0,8.05,QA,1970-01-01
429,nacozari,53.6,91.39,55.4,82,98,2.24,RU,1970-01-01
430,bengkulu,50.37,103.29,52.25,85,69,2.37,RU,1970-01-01
431,horni becva,-41.41,175.52,41.0,93,57,3.36,NZ,1970-01-01
432,tynda,40.84,22.78,89.01,38,50,1.99,GR,1970-01-01
433,bajos de haina,4.42,-7.35,78.69,82,95,12.3,CI,1970-01-01
434,honiara,20.93,-17.03,91.4,55,100,8.05,MR,1970-01-01
435,bud,25.85,83.85,88.11,67,86,2.89,IN,1970-01-01
436,clyde river,65.7,82.47,46.15,73,1,3.13,RU,1970-01-01
437,zhob,8.0,124.29,78.01,89,91,3.0,PH,1970-01-01
438,sayyan,39.36,-9.38,84.0,54,0,5.99,PT,1970-01-01
439,biltine,-21.69,165.68,68.0,77,90,10.29,NC,1970-01-01
440,savonlinna,60.87,60.42,60.21,79,30,1.28,RU,1970-01-01
441,ayr,-1.88,15.86,87.98,49,100,3.94,CG,1970-01-01
442,stornoway,-23.86,35.38,75.2,57,40,6.93,MZ,1970-01-01
443,acapulco,0.52,25.2,87.8,58,75,6.93,CD,1970-01-01
444,samarai,61.3,17.06,63.03,47,56,7.52,SE,1970-01-01
445,olga,8.46,25.68,77.18,79,86,5.03,SS,1970-01-01
446,dafeng,60.55,-151.26,48.2,87,90,8.23,US,1970-01-01
447,mincivan,50.36,108.75,53.53,76,0,2.19,RU,1970-01-01
448,nizhneyansk,54.25,12.47,66.99,51,75,8.05,DE,1970-01-01
449,morondava,-3.37,135.48,77.04,87,91,3.13,ID,1970-01-01
450,olinda,-8.74,24.99,89.22,15,0,5.3,CD,1970-01-01
451,independencia,-23.49,-58.8,68.09,67,98,7.78,PY,1970-01-01
452,kendari,51.18,14.43,69.01,62,22,7.9,DE,1970-01-01
453,mpongwe,16.92,97.37,80.11,86,100,3.91,MM,1970-01-01
454,beyneu,-24.79,-65.41,59.0,58,40,3.36,AR,1970-01-01
455,znamenskoye,8.53,28.1,82.02,69,14,8.1,SS,1970-01-01
456,bouar,46.0,8.75,68.0,72,75,3.36,IT,1970-01-01
457,cururupu,46.49,135.88,57.51,93,100,3.94,RU,1970-01-01
458,tema,50.37,129.11,57.27,96,100,7.07,RU,1970-01-01
459,ambikapur,-35.12,139.27,75.99,28,100,17.0,AU,1970-01-01
460,aklavik,-9.2,25.85,99.01,12,0,0.89,CD,1970-01-01
461,kontagora,70.37,31.11,53.6,81,75,11.41,NO,1970-01-01
462,maple creek,-9.83,-45.34,89.64,28,53,9.93,BR,1970-01-01
463,baykit,50.72,136.63,59.22,93,100,5.21,RU,1970-01-01
464,praia da vitoria,50.86,0.57,66.2,72,20,19.46,GB,1970-01-01
465,inderborskiy,-17.45,-66.38,66.2,39,75,4.7,BO,1970-01-01
466,doha,22.68,-3.98,109.15,11,0,4.32,ML,1970-01-01
467,belyy yar,48.83,58.14,72.45,22,0,8.08,KZ,1970-01-01
468,zakamensk,1.05,101.28,78.8,78,40,2.98,ID,1970-01-01
469,waipawa,48.81,103.53,53.4,81,44,1.66,MN,1970-01-01
470,mikrokambos,56.55,37.88,68.94,73,99,4.5,RU,1970-01-01
471,tabou,-29.68,-53.81,59.0,82,90,14.99,BR,1970-01-01
472,nouadhibou,0.57,12.86,81.16,63,85,2.62,GA,1970-01-01
473,rasra,49.78,-74.85,50.0,100,90,19.46,CA,1970-01-01
474,krasnoselkup,63.46,48.9,65.7,69,100,7.78,RU,1970-01-01
475,marawi,55.2,48.51,73.4,43,3,8.95,RU,1970-01-01
476,peniche,46.37,33.54,80.2,54,13,11.25,UA,1970-01-01
477,moindou,-15.2,12.15,78.8,65,20,23.04,AO,1970-01-01
478,polunochnoye,58.69,99.18,51.15,72,100,4.61,RU,1970-01-01
479,gamboma,46.87,-96.77,48.2,87,1,9.17,US,1970-01-01
480,inhambane,65.58,-171.0,40.8,79,100,20.11,RU,1970-01-01
481,kisangani,65.68,-18.09,48.2,49,75,11.41,IS,1970-01-01
482,soderhamn,-23.35,47.6,70.9,79,13,7.0,MG,1970-01-01
483,samalaeulu,63.01,112.47,44.87,96,100,8.19,RU,1970-01-01
484,raga,42.25,-75.83,70.0,81,76,13.0,US,1970-01-01
485,kenai,45.25,77.98,55.04,36,0,5.14,KZ,1970-01-01
486,krasnyy chikoy,36.68,-121.66,69.8,68,1,0.74,US,1970-01-01
487,ribnitz-damgarten,43.3,52.8,79.45,16,34,18.03,KZ,1970-01-01
488,nabire,27.08,-101.53,73.99,88,100,1.99,MX,1970-01-01
489,kamina,26.1,74.32,85.75,56,44,5.91,IN,1970-01-01
490,pozo colorado,53.05,158.65,53.6,100,75,4.47,RU,1970-01-01
491,bautzen,43.44,43.53,77.0,57,75,2.24,RU,1970-01-01
492,thaton,26.06,119.31,82.4,61,94,6.71,CN,1970-01-01
493,salta,-23.45,-56.58,71.65,68,100,4.56,PY,1970-01-01
494,gogrial,-20.97,164.7,67.93,83,100,4.41,NC,1970-01-01
495,luino,28.78,105.09,76.39,77,1,1.36,CN,1970-01-01
496,vostok,33.91,-98.49,75.99,78,1,9.17,US,1970-01-01
497,yekaterinoslavka,-33.04,-71.63,53.01,100,75,4.16,CL,1970-01-01
498,halalo,22.24,68.97,84.63,80,32,13.04,IN,1970-01-01
499,murray bridge,-0.6,-80.42,71.6,78,90,6.93,EC,1970-01-01
500,malwan,37.83,24.93,82.0,41,0,7.0,GR,1970-01-01
501,bukama,-0.61,-47.36,85.82,63,0,12.1,BR,1970-01-01
502,vardo,48.83,-64.48,53.6,76,20,2.24,CA,1970-01-01
503,gilbues,36.41,64.91,75.9,16,0,8.63,AF,1970-01-01
504,solnechnyy,4.88,-1.76,80.82,71,93,12.82,GH,1970-01-01
505,hastings,-18.65,-173.98,75.2,60,40,6.93,TO,1970-01-01
506,sipe sipe,32.25,-101.48,71.6,73,1,18.34,US,1970-01-01
507,taoudenni,-26.58,18.13,91.0,11,0,9.22,NA,1970-01-01
508,emba,60.15,-1.15,55.4,93,90,21.92,GB,1970-01-01
509,balaipungut,-9.86,124.28,62.94,99,25,6.42,ID,1970-01-01
510,naugarzan,-7.61,15.06,80.6,57,75,9.17,AO,1970-01-01
511,jiddah,15.85,-97.07,73.4,78,75,5.82,MX,1970-01-01
512,bulgan,-20.01,57.66,73.99,83,82,4.0,MU,1970-01-01
513,bogorodskoye,11.53,106.92,77.7,93,100,2.91,VN,1970-01-01
514,santa maria,4.08,-72.96,82.35,73,10,3.09,CO,1970-01-01
515,makokou,-35.62,174.5,52.0,3,0,5.01,NZ,1970-01-01
516,chapais,68.05,166.44,33.57,88,100,1.83,RU,1970-01-01
517,koslan,56.91,118.26,54.99,78,74,2.08,RU,1970-01-01
518,apastovo,37.78,-121.98,77.0,43,1,0.63,US,1970-01-01
519,chaplynka,45.84,-119.29,73.0,46,1,2.64,US,1970-01-01
520,namibe,43.52,-8.15,73.99,64,20,3.0,ES,1970-01-01
521,kodinsk,45.25,-81.67,63.21,80,90,25.19,CA,1970-01-01
522,moorhead,45.65,26.98,87.8,25,5,9.17,RO,1970-01-01
523,lavrentiya,59.94,55.0,61.83,74,0,3.74,RU,1970-01-01
524,akureyri,-20.57,164.28,70.03,79,100,6.73,NC,1970-01-01
525,vangaindrano,27.37,87.2,75.18,73,95,0.49,NP,1970-01-01
526,chernyshevskiy,-23.65,-70.4,55.4,71,75,10.29,CL,1970-01-01
527,broome,47.6,-53.26,66.0,54,0,5.55,CA,1970-01-01
528,ushtobe,55.12,83.91,46.38,81,100,4.88,RU,1970-01-01
529,salinas,61.99,5.14,52.0,87,100,38.41,NO,1970-01-01
530,skagastrond,-51.62,-69.22,39.2,93,100,4.7,AR,1970-01-01
531,zhanaozen,13.48,-88.18,79.09,85,71,1.59,SV,1970-01-01
532,san buenaventura,7.42,81.82,83.89,74,100,4.63,LK,1970-01-01
533,beawar,-2.67,141.3,79.56,85,2,7.83,PG,1970-01-01
534,petropavlovsk-kamchatskiy,16.81,96.16,78.8,100,90,3.36,MM,1970-01-01
535,rolim de moura,8.08,22.4,77.38,80,85,0.72,CF,1970-01-01
536,belaya rechka,-16.5,-68.15,48.2,61,75,9.17,BO,1970-01-01
537,zhemchuzhnyy,12.28,-10.97,84.29,72,67,4.54,ML,1970-01-01
538,fuzhou,-8.1,156.84,81.57,78,19,6.8,SB,1970-01-01
539,tacuati,-40.85,172.8,50.0,86,95,1.01,NZ,1970-01-01
540,voh,46.43,26.4,82.99,56,0,5.06,RO,1970-01-01
541,tongzi,66.77,123.37,43.66,79,0,13.02,RU,1970-01-01
542,wichita falls,44.72,40.88,81.28,47,9,6.11,RU,1970-01-01
543,valparaiso,-28.57,-70.76,65.79,37,0,2.93,CL,1970-01-01
544,dwarka,-0.95,100.35,80.04,75,100,2.39,ID,1970-01-01
545,yirol,51.31,119.61,51.33,84,0,5.17,RU,1970-01-01
546,bahia de caraquez,5.18,97.15,79.97,82,91,3.98,ID,1970-01-01
547,andros,43.32,145.57,68.49,96,92,8.34,JP,1970-01-01
548,salinopolis,38.17,32.5,86.0,25,20,9.17,TR,1970-01-01
549,gaspe,63.86,57.31,63.91,68,56,7.02,RU,1970-01-01
550,dawlatabad,45.48,133.42,62.13,93,100,16.02,RU,1970-01-01
551,takoradi,53.57,142.95,50.83,94,5,7.02,RU,1970-01-01
552,neiafu,49.97,39.69,80.02,19,83,10.02,RU,1970-01-01
553,bacuit,20.89,-156.47,77.0,78,90,16.11,US,1970-01-01
554,big spring,60.6,15.63,64.0,45,40,8.05,SE,1970-01-01
555,keetmanshoop,63.64,54.86,64.15,70,44,6.33,RU,1970-01-01
556,lerwick,-32.37,-54.18,58.98,72,2,14.56,UY,1970-01-01
557,soe,61.92,63.02,54.82,50,0,4.25,RU,1970-01-01
558,uige,-12.58,13.41,76.73,66,14,8.77,AO,1970-01-01
559,puerto escondido,51.38,1.39,68.0,66,100,3.0,GB,1970-01-01
560,grand gaube,63.2,75.45,48.58,77,70,3.49,RU,1970-01-01
561,dong xoai,45.02,-93.22,55.4,71,1,12.75,US,1970-01-01
562,puerto lopez,49.12,131.18,58.03,86,100,4.27,RU,1970-01-01
563,ngunguru,35.23,-77.65,68.0,88,1,6.93,US,1970-01-01
564,bilibino,64.18,-51.72,42.8,87,75,5.82,GL,1970-01-01
565,chara,51.86,-4.31,63.0,89,100,10.0,GB,1970-01-01
566,san ramon,68.56,14.91,53.6,81,75,13.87,NO,1970-01-01
567,hermiston,-16.1,167.42,75.42,82,58,14.03,VU,1970-01-01
568,naron,43.22,-123.34,57.2,71,1,1.43,US,1970-01-01
569,tobermory,45.17,10.78,80.01,67,98,7.0,IT,1970-01-01
570,poiana cristei,26.5,78.0,86.59,66,26,4.05,IN,1970-01-01
571,tabiauea,-20.9,-51.38,92.8,19,3,11.81,BR,1970-01-01
572,kosa,-25.3,152.85,64.0,93,0,3.0,AU,1970-01-01
573,koumac,-34.73,135.87,61.68,71,85,17.18,AU,1970-01-01
574,khandbari,-42.77,-65.04,57.67,48,0,22.55,AR,1970-01-01
575,antofagasta,-28.55,16.43,66.9,52,0,16.91,NA,1970-01-01
576,bay roberts,31.45,12.98,100.69,12,66,10.54,LY,1970-01-01
577,gornyy,-0.95,-80.73,71.6,78,90,6.93,EC,1970-01-01
